[2021-03-24 11:52:59] , 63.00, 62.74, 12.10
[2021-03-24 11:53:04] , 62.00, 62.72, 12.10
[2021-03-24 11:53:09] , 62.00, 62.70, 12.20
[2021-03-24 11:53:14] , 62.00, 62.68, 12.20
[2021-03-24 11:53:19] , 62.00, 62.66, 12.20
[2021-03-24 11:53:24] , 62.00, 62.64, 12.20
[2021-03-24 11:53:29] , 63.00, 62.64, 12.10
[2021-03-24 11:53:34] , 63.00, 62.64, 12.10
[2021-03-24 11:53:39] , 63.00, 62.64, 12.20
[2021-03-24 11:53:44] , 63.00, 62.66, 12.10
[2021-03-24 11:53:49] , 63.00, 62.68, 12.10
[2021-03-24 11:53:54] , 63.00, 62.70, 12.10
[2021-03-24 11:53:59] , 63.00, 62.72, 12.10
[2021-03-24 11:54:04] , 64.00, 62.76, 12.00
[2021-03-24 11:54:09] , 64.00, 62.80, 12.00
[2021-03-24 11:54:14] , 63.00, 62.82, 12.00
[2021-03-24 11:54:19] , 63.00, 62.84, 11.90
[2021-03-24 11:54:24] , 64.00, 62.86, 12.00
[2021-03-24 11:54:29] , 62.00, 62.84, 11.90
[2021-03-24 11:54:34] , 62.00, 62.82, 11.90
[2021-03-24 11:54:39] , 62.00, 62.80, 11.90
[2021-03-24 11:54:44] , 61.00, 62.76, 11.90
[2021-03-24 11:54:49] , 62.00, 62.74, 12.00
[2021-03-24 11:54:54] , 62.00, 62.74, 12.00
[2021-03-24 11:54:59] , 62.00, 62.74, 12.10
[2021-03-24 11:55:04] , 62.00, 62.74, 12.10
[2021-03-24 11:55:09] , 62.00, 62.74, 12.10
[2021-03-24 11:55:14] , 62.00, 62.74, 12.10
[2021-03-24 11:55:19] , 63.00, 62.74, 12.10
[2021-03-24 11:55:25] , 62.00, 62.72, 12.10
[2021-03-24 11:55:30] , 62.00, 62.70, 12.00
[2021-03-24 11:55:35] , 62.00, 62.68, 12.00
[2021-03-24 11:55:40] , 62.00, 62.66, 12.00
[2021-03-24 11:55:45] , 62.00, 62.64, 12.10
[2021-03-24 11:55:50] , 62.00, 62.62, 12.10
[2021-03-24 11:55:55] , 62.00, 62.60, 12.10
[2021-03-24 11:56:00] , 62.00, 62.58, 12.10
[2021-03-24 11:56:05] , 62.00, 62.58, 12.10
[2021-03-24 11:56:10] , 62.00, 62.56, 12.10
[2021-03-24 11:56:15] , 62.00, 62.56, 12.10
[2021-03-24 11:56:20] , 62.00, 62.52, 12.00
[2021-03-24 11:56:25] , 62.00, 62.50, 12.00
[2021-03-24 11:56:30] , 62.00, 62.46, 12.00
[2021-03-24 11:56:35] , 62.00, 62.44, 12.00
[2021-03-24 11:56:40] , 62.00, 62.42, 12.00
[2021-03-24 11:56:45] , 62.00, 62.40, 12.00
[2021-03-24 11:56:50] , 62.00, 62.38, 12.10
[2021-03-24 11:56:55] , 62.00, 62.36, 12.10
[2021-03-24 11:57:00] , 62.00, 62.34, 12.10
[2021-03-24 11:57:05] , 63.00, 62.34, 12.10
[2021-03-24 11:57:10] , 63.00, 62.34, 12.10
[2021-03-24 11:57:15] , 63.00, 62.36, 12.10
[2021-03-24 11:57:20] , 63.00, 62.38, 12.00
[2021-03-24 11:57:25] , 63.00, 62.40, 12.00
[2021-03-24 11:57:30] , 63.00, 62.42, 12.00
[2021-03-24 11:57:35] , 61.00, 62.40, 11.90
[2021-03-24 11:57:40] , 61.00, 62.36, 11.80
[2021-03-24 11:57:45] , 61.00, 62.32, 11.80
[2021-03-24 11:57:50] , 62.00, 62.30, 11.90
[2021-03-24 11:57:55] , 62.00, 62.28, 11.80
[2021-03-24 11:58:00] , 62.00, 62.26, 11.90
[2021-03-24 11:58:05] , 62.00, 62.24, 11.90
[2021-03-24 11:58:10] , 62.00, 62.22, 11.90
[2021-03-24 11:58:15] , 63.00, 62.20, 12.00
[2021-03-24 11:58:20] , 63.00, 62.18, 12.00
[2021-03-24 11:58:25] , 62.00, 62.16, 11.90
[2021-03-24 11:58:30] , 62.00, 62.14, 11.90
[2021-03-24 11:58:35] , 62.00, 62.10, 11.90
[2021-03-24 11:58:40] , 63.00, 62.12, 12.00
[2021-03-24 11:58:45] , 63.00, 62.14, 12.00
[2021-03-24 11:58:50] , 63.00, 62.16, 12.10
[2021-03-24 11:58:55] , 63.00, 62.20, 12.10
[2021-03-24 11:59:00] , 63.00, 62.22, 12.10
[2021-03-24 11:59:05] , 63.00, 62.24, 12.10
[2021-03-24 11:59:10] , 64.00, 62.28, 12.10
[2021-03-24 11:59:15] , 64.00, 62.32, 12.00
[2021-03-24 11:59:20] , 64.00, 62.36, 12.00
[2021-03-24 11:59:25] , 64.00, 62.40, 12.10
[2021-03-24 11:59:30] , 64.00, 62.42, 12.00
[2021-03-24 11:59:35] , 63.00, 62.44, 11.90
[2021-03-24 11:59:40] , 63.00, 62.46, 11.90
[2021-03-24 11:59:45] , 63.00, 62.48, 11.90
[2021-03-24 11:59:50] , 64.00, 62.52, 12.00
[2021-03-24 11:59:55] , 64.00, 62.56, 12.10
[2021-03-24 12:00:00] , 64.00, 62.60, 12.10
[2021-03-24 12:00:05] , 63.00, 62.62, 12.10
[2021-03-24 12:00:10] , 63.00, 62.64, 12.00
[2021-03-24 12:00:15] , 63.00, 62.66, 12.00
[2021-03-24 12:00:20] , 63.00, 62.68, 12.00
[2021-03-24 12:00:25] , 63.00, 62.70, 12.00
[2021-03-24 12:00:30] , 64.00, 62.74, 12.10
[2021-03-24 12:00:35] , 64.00, 62.78, 12.10
[2021-03-24 12:00:40] , 63.00, 62.80, 12.10
[2021-03-24 12:00:45] , 63.00, 62.82, 12.10
[2021-03-24 12:00:50] , 63.00, 62.84, 12.10
[2021-03-24 12:00:55] , 63.00, 62.86, 12.00
[2021-03-24 12:01:00] , 63.00, 62.88, 12.00
[2021-03-24 12:01:05] , 63.00, 62.90, 12.10
[2021-03-24 12:01:10] , 63.00, 62.92, 12.10
[2021-03-24 12:01:15] , 63.00, 62.92, 12.10
[2021-03-24 12:01:20] , 63.00, 62.92, 12.10
[2021-03-24 12:01:25] , 63.00, 62.92, 12.20
[2021-03-24 12:01:30] , 63.00, 62.92, 12.20
[2021-03-24 12:01:35] , 63.00, 62.92, 12.20
[2021-03-24 12:01:40] , 63.00, 62.92, 12.20
[2021-03-24 12:01:45] , 63.00, 62.96, 12.30
[2021-03-24 12:01:50] , 63.00, 63.00, 12.30
[2021-03-24 12:01:55] , 63.00, 63.04, 12.30
