16:59:23,"55.00, 55.84, 16.00"
16:59:28,"54.00, 55.82, 16.00"
16:59:33,"53.00, 55.76, 15.90"
16:59:38,"53.00, 55.70, 15.90"
16:59:43,"53.00, 55.64, 15.70"
16:59:48,"54.00, 55.60, 15.70"
